1,1,1,1,"¥350,000","¥350,000","¥351,200","¥350,000","¥344,200"
1,1,1,5,"¥800,000",¥0,¥0,"¥800,000","¥662,000"
1,1,2,7,"¥12,000","¥8,000","¥7,688","¥12,000","¥6,626"
1,1,3,10,"¥2,000","¥1,000",¥0,"¥2,000","¥4,244"
1,2,5,16,"¥20,000","¥20,000","¥20,000","¥20,000","¥20,000"
