1,1,1,1,"¥352,000","¥352,000",
1,1,1,5,"¥786,200",¥0,
1,1,2,7,"¥7,688","¥6,221",
1,1,3,10,¥0,¥0,
1,2,5,16,"¥20,000","¥20,000",
